program_id,coverage_part,coverage_name,state,operation,layer,links_to,copybooks_used,path
GPWADV01,PR,Premises and Operations Liability,WA,DELETE,VSAM-ACCESS,,GPWAC001,programs/PR/gpwadv01.cbl
GPWARL01,PR,Premises and Operations Liability,WA,RATE,BUSINESS-LOGIC,GPWARD01,GPWAC001,programs/PR/gpwarl01.cbl
GPWARD01,PR,Premises and Operations Liability,WA,RATE,DB2-ACCESS,,GPWAC001,programs/PR/gpward01.cbl
GPWARV01,PR,Premises and Operations Liability,WA,RATE,VSAM-ACCESS,,GPWAC001,programs/PR/gpwarv01.cbl
GPWVAL01,PR,Premises and Operations Liability,WV,ADD,BUSINESS-LOGIC,GPWVAD01,GPWVC001,programs/PR/gpwval01.cbl
GPWVAD01,PR,Premises and Operations Liability,WV,ADD,DB2-ACCESS,GPWVAV01,GPWVC001,programs/PR/gpwvad01.cbl
GPWVAV01,PR,Premises and Operations Liability,WV,ADD,VSAM-ACCESS,,GPWVC001,programs/PR/gpwvav01.cbl
GPWVIL01,PR,Premises and Operations Liability,WV,INQUIRE,BUSINESS-LOGIC,GPWVID01,GPWVC001,programs/PR/gpwvil01.cbl
GPWVID01,PR,Premises and Operations Liability,WV,INQUIRE,DB2-ACCESS,,GPWVC001,programs/PR/gpwvid01.cbl
GPWVIV01,PR,Premises and Operations Liability,WV,INQUIRE,VSAM-ACCESS,,GPWVC001,programs/PR/gpwviv01.cbl
GPWVUL01,PR,Premises and Operations Liability,WV,UPDATE,BUSINESS-LOGIC,GPWVUD01,GPWVC001,programs/PR/gpwvul01.cbl
GPWVUD01,PR,Premises and Operations Liability,WV,UPDATE,DB2-ACCESS,GPWVUV01,GPWVC001,programs/PR/gpwvud01.cbl
GPWVUV01,PR,Premises and Operations Liability,WV,UPDATE,VSAM-ACCESS,,GPWVC001,programs/PR/gpwvuv01.cbl
GPWVDL01,PR,Premises and Operations Liability,WV,DELETE,BUSINESS-LOGIC,GPWVDD01,GPWVC001,programs/PR/gpwvdl01.cbl
GPWVDD01,PR,Premises and Operations Liability,WV,DELETE,DB2-ACCESS,GPWVDV01,GPWVC001,programs/PR/gpwvdd01.cbl
GPWVDV01,PR,Premises and Operations Liability,WV,DELETE,VSAM-ACCESS,,GPWVC001,programs/PR/gpwvdv01.cbl
GPWVRL01,PR,Premises and Operations Liability,WV,RATE,BUSINESS-LOGIC,GPWVRD01,GPWVC001,programs/PR/gpwvrl01.cbl
GPWVRD01,PR,Premises and Operations Liability,WV,RATE,DB2-ACCESS,,GPWVC001,programs/PR/gpwvrd01.cbl
GPWVRV01,PR,Premises and Operations Liability,WV,RATE,VSAM-ACCESS,,GPWVC001,programs/PR/gpwvrv01.cbl
GPWIAL01,PR,Premises and Operations Liability,WI,ADD,BUSINESS-LOGIC,GPWIAD01,GPWIC001,programs/PR/gpwial01.cbl
GPWIAD01,PR,Premises and Operations Liability,WI,ADD,DB2-ACCESS,GPWIAV01,GPWIC001,programs/PR/gpwiad01.cbl
GPWIAV01,PR,Premises and Operations Liability,WI,ADD,VSAM-ACCESS,,GPWIC001,programs/PR/gpwiav01.cbl
GPWIIL01,PR,Premises and Operations Liability,WI,INQUIRE,BUSINESS-LOGIC,GPWIID01,GPWIC001,programs/PR/gpwiil01.cbl
GPWIID01,PR,Premises and Operations Liability,WI,INQUIRE,DB2-ACCESS,,GPWIC001,programs/PR/gpwiid01.cbl
GPWIIV01,PR,Premises and Operations Liability,WI,INQUIRE,VSAM-ACCESS,,GPWIC001,programs/PR/gpwiiv01.cbl
GPWIUL01,PR,Premises and Operations Liability,WI,UPDATE,BUSINESS-LOGIC,GPWIUD01,GPWIC001,programs/PR/gpwiul01.cbl
GPWIUD01,PR,Premises and Operations Liability,WI,UPDATE,DB2-ACCESS,GPWIUV01,GPWIC001,programs/PR/gpwiud01.cbl
GPWIUV01,PR,Premises and Operations Liability,WI,UPDATE,VSAM-ACCESS,,GPWIC001,programs/PR/gpwiuv01.cbl
GPWIDL01,PR,Premises and Operations Liability,WI,DELETE,BUSINESS-LOGIC,GPWIDD01,GPWIC001,programs/PR/gpwidl01.cbl
GPWIDD01,PR,Premises and Operations Liability,WI,DELETE,DB2-ACCESS,GPWIDV01,GPWIC001,programs/PR/gpwidd01.cbl
GPWIDV01,PR,Premises and Operations Liability,WI,DELETE,VSAM-ACCESS,,GPWIC001,programs/PR/gpwidv01.cbl
GPWIRL01,PR,Premises and Operations Liability,WI,RATE,BUSINESS-LOGIC,GPWIRD01,GPWIC001,programs/PR/gpwirl01.cbl
GPWIRD01,PR,Premises and Operations Liability,WI,RATE,DB2-ACCESS,,GPWIC001,programs/PR/gpwird01.cbl
GPWIRV01,PR,Premises and Operations Liability,WI,RATE,VSAM-ACCESS,,GPWIC001,programs/PR/gpwirv01.cbl
GPWYAL01,PR,Premises and Operations Liability,WY,ADD,BUSINESS-LOGIC,GPWYAD01,GPWYC001,programs/PR/gpwyal01.cbl
GPWYAD01,PR,Premises and Operations Liability,WY,ADD,DB2-ACCESS,GPWYAV01,GPWYC001,programs/PR/gpwyad01.cbl
GPWYAV01,PR,Premises and Operations Liability,WY,ADD,VSAM-ACCESS,,GPWYC001,programs/PR/gpwyav01.cbl
GPWYIL01,PR,Premises and Operations Liability,WY,INQUIRE,BUSINESS-LOGIC,GPWYID01,GPWYC001,programs/PR/gpwyil01.cbl
GPWYID01,PR,Premises and Operations Liability,WY,INQUIRE,DB2-ACCESS,,GPWYC001,programs/PR/gpwyid01.cbl
GPWYIV01,PR,Premises and Operations Liability,WY,INQUIRE,VSAM-ACCESS,,GPWYC001,programs/PR/gpwyiv01.cbl
GPWYUL01,PR,Premises and Operations Liability,WY,UPDATE,BUSINESS-LOGIC,GPWYUD01,GPWYC001,programs/PR/gpwyul01.cbl
GPWYUD01,PR,Premises and Operations Liability,WY,UPDATE,DB2-ACCESS,GPWYUV01,GPWYC001,programs/PR/gpwyud01.cbl
GPWYUV01,PR,Premises and Operations Liability,WY,UPDATE,VSAM-ACCESS,,GPWYC001,programs/PR/gpwyuv01.cbl
GPWYDL01,PR,Premises and Operations Liability,WY,DELETE,BUSINESS-LOGIC,GPWYDD01,GPWYC001,programs/PR/gpwydl01.cbl
GPWYDD01,PR,Premises and Operations Liability,WY,DELETE,DB2-ACCESS,GPWYDV01,GPWYC001,programs/PR/gpwydd01.cbl
GPWYDV01,PR,Premises and Operations Liability,WY,DELETE,VSAM-ACCESS,,GPWYC001,programs/PR/gpwydv01.cbl
GPWYRL01,PR,Premises and Operations Liability,WY,RATE,BUSINESS-LOGIC,GPWYRD01,GPWYC001,programs/PR/gpwyrl01.cbl
GPWYRD01,PR,Premises and Operations Liability,WY,RATE,DB2-ACCESS,,GPWYC001,programs/PR/gpwyrd01.cbl
GPWYRV01,PR,Premises and Operations Liability,WY,RATE,VSAM-ACCESS,,GPWYC001,programs/PR/gpwyrv01.cbl
GRALAL01,PC,Products and Completed Operations Liability,AL,ADD,BUSINESS-LOGIC,GRALAD01,GRALC001,programs/PC/gralal01.cbl
GRALAD01,PC,Products and Completed Operations Liability,AL,ADD,DB2-ACCESS,GRALAV01,GRALC001,programs/PC/gralad01.cbl
GRALAV01,PC,Products and Completed Operations Liability,AL,ADD,VSAM-ACCESS,,GRALC001,programs/PC/gralav01.cbl
GRALIL01,PC,Products and Completed Operations Liability,AL,INQUIRE,BUSINESS-LOGIC,GRALID01,GRALC001,programs/PC/gralil01.cbl
GRALID01,PC,Products and Completed Operations Liability,AL,INQUIRE,DB2-ACCESS,,GRALC001,programs/PC/gralid01.cbl
GRALIV01,PC,Products and Completed Operations Liability,AL,INQUIRE,VSAM-ACCESS,,GRALC001,programs/PC/graliv01.cbl
GRALUL01,PC,Products and Completed Operations Liability,AL,UPDATE,BUSINESS-LOGIC,GRALUD01,GRALC001,programs/PC/gralul01.cbl
GRALUD01,PC,Products and Completed Operations Liability,AL,UPDATE,DB2-ACCESS,GRALUV01,GRALC001,programs/PC/gralud01.cbl
GRALUV01,PC,Products and Completed Operations Liability,AL,UPDATE,VSAM-ACCESS,,GRALC001,programs/PC/graluv01.cbl
GRALDL01,PC,Products and Completed Operations Liability,AL,DELETE,BUSINESS-LOGIC,GRALDD01,GRALC001,programs/PC/graldl01.cbl
GRALDD01,PC,Products and Completed Operations Liability,AL,DELETE,DB2-ACCESS,GRALDV01,GRALC001,programs/PC/graldd01.cbl
GRALDV01,PC,Products and Completed Operations Liability,AL,DELETE,VSAM-ACCESS,,GRALC001,programs/PC/graldv01.cbl
GRALRL01,PC,Products and Completed Operations Liability,AL,RATE,BUSINESS-LOGIC,GRALRD01,GRALC001,programs/PC/gralrl01.cbl
GRALRD01,PC,Products and Completed Operations Liability,AL,RATE,DB2-ACCESS,,GRALC001,programs/PC/gralrd01.cbl
GRALRV01,PC,Products and Completed Operations Liability,AL,RATE,VSAM-ACCESS,,GRALC001,programs/PC/gralrv01.cbl
GRAKAL01,PC,Products and Completed Operations Liability,AK,ADD,BUSINESS-LOGIC,GRAKAD01,GRAKC001,programs/PC/grakal01.cbl
GRAKAD01,PC,Products and Completed Operations Liability,AK,ADD,DB2-ACCESS,GRAKAV01,GRAKC001,programs/PC/grakad01.cbl
GRAKAV01,PC,Products and Completed Operations Liability,AK,ADD,VSAM-ACCESS,,GRAKC001,programs/PC/grakav01.cbl
GRAKIL01,PC,Products and Completed Operations Liability,AK,INQUIRE,BUSINESS-LOGIC,GRAKID01,GRAKC001,programs/PC/grakil01.cbl
GRAKID01,PC,Products and Completed Operations Liability,AK,INQUIRE,DB2-ACCESS,,GRAKC001,programs/PC/grakid01.cbl
GRAKIV01,PC,Products and Completed Operations Liability,AK,INQUIRE,VSAM-ACCESS,,GRAKC001,programs/PC/grakiv01.cbl
GRAKUL01,PC,Products and Completed Operations Liability,AK,UPDATE,BUSINESS-LOGIC,GRAKUD01,GRAKC001,programs/PC/grakul01.cbl
GRAKUD01,PC,Products and Completed Operations Liability,AK,UPDATE,DB2-ACCESS,GRAKUV01,GRAKC001,programs/PC/grakud01.cbl
GRAKUV01,PC,Products and Completed Operations Liability,AK,UPDATE,VSAM-ACCESS,,GRAKC001,programs/PC/grakuv01.cbl
GRAKDL01,PC,Products and Completed Operations Liability,AK,DELETE,BUSINESS-LOGIC,GRAKDD01,GRAKC001,programs/PC/grakdl01.cbl
GRAKDD01,PC,Products and Completed Operations Liability,AK,DELETE,DB2-ACCESS,GRAKDV01,GRAKC001,programs/PC/grakdd01.cbl
GRAKDV01,PC,Products and Completed Operations Liability,AK,DELETE,VSAM-ACCESS,,GRAKC001,programs/PC/grakdv01.cbl
GRAKRL01,PC,Products and Completed Operations Liability,AK,RATE,BUSINESS-LOGIC,GRAKRD01,GRAKC001,programs/PC/grakrl01.cbl
GRAKRD01,PC,Products and Completed Operations Liability,AK,RATE,DB2-ACCESS,,GRAKC001,programs/PC/grakrd01.cbl
GRAKRV01,PC,Products and Completed Operations Liability,AK,RATE,VSAM-ACCESS,,GRAKC001,programs/PC/grakrv01.cbl
GRAZAL01,PC,Products and Completed Operations Liability,AZ,ADD,BUSINESS-LOGIC,GRAZAD01,GRAZC001,programs/PC/grazal01.cbl
GRAZAD01,PC,Products and Completed Operations Liability,AZ,ADD,DB2-ACCESS,GRAZAV01,GRAZC001,programs/PC/grazad01.cbl
GRAZAV01,PC,Products and Completed Operations Liability,AZ,ADD,VSAM-ACCESS,,GRAZC001,programs/PC/grazav01.cbl
GRAZIL01,PC,Products and Completed Operations Liability,AZ,INQUIRE,BUSINESS-LOGIC,GRAZID01,GRAZC001,programs/PC/grazil01.cbl
GRAZID01,PC,Products and Completed Operations Liability,AZ,INQUIRE,DB2-ACCESS,,GRAZC001,programs/PC/grazid01.cbl
GRAZIV01,PC,Products and Completed Operations Liability,AZ,INQUIRE,VSAM-ACCESS,,GRAZC001,programs/PC/graziv01.cbl
GRAZUL01,PC,Products and Completed Operations Liability,AZ,UPDATE,BUSINESS-LOGIC,GRAZUD01,GRAZC001,programs/PC/grazul01.cbl
GRAZUD01,PC,Products and Completed Operations Liability,AZ,UPDATE,DB2-ACCESS,GRAZUV01,GRAZC001,programs/PC/grazud01.cbl
GRAZUV01,PC,Products and Completed Operations Liability,AZ,UPDATE,VSAM-ACCESS,,GRAZC001,programs/PC/grazuv01.cbl
GRAZDL01,PC,Products and Completed Operations Liability,AZ,DELETE,BUSINESS-LOGIC,GRAZDD01,GRAZC001,programs/PC/grazdl01.cbl
GRAZDD01,PC,Products and Completed Operations Liability,AZ,DELETE,DB2-ACCESS,GRAZDV01,GRAZC001,programs/PC/grazdd01.cbl
GRAZDV01,PC,Products and Completed Operations Liability,AZ,DELETE,VSAM-ACCESS,,GRAZC001,programs/PC/grazdv01.cbl
GRAZRL01,PC,Products and Completed Operations Liability,AZ,RATE,BUSINESS-LOGIC,GRAZRD01,GRAZC001,programs/PC/grazrl01.cbl
GRAZRD01,PC,Products and Completed Operations Liability,AZ,RATE,DB2-ACCESS,,GRAZC001,programs/PC/grazrd01.cbl
GRAZRV01,PC,Products and Completed Operations Liability,AZ,RATE,VSAM-ACCESS,,GRAZC001,programs/PC/grazrv01.cbl
GRARAL01,PC,Products and Completed Operations Liability,AR,ADD,BUSINESS-LOGIC,GRARAD01,GRARC001,programs/PC/graral01.cbl
GRARAD01,PC,Products and Completed Operations Liability,AR,ADD,DB2-ACCESS,GRARAV01,GRARC001,programs/PC/grarad01.cbl
GRARAV01,PC,Products and Completed Operations Liability,AR,ADD,VSAM-ACCESS,,GRARC001,programs/PC/grarav01.cbl
GRARIL01,PC,Products and Completed Operations Liability,AR,INQUIRE,BUSINESS-LOGIC,GRARID01,GRARC001,programs/PC/graril01.cbl
GRARID01,PC,Products and Completed Operations Liability,AR,INQUIRE,DB2-ACCESS,,GRARC001,programs/PC/grarid01.cbl
GRARIV01,PC,Products and Completed Operations Liability,AR,INQUIRE,VSAM-ACCESS,,GRARC001,programs/PC/grariv01.cbl
GRARUL01,PC,Products and Completed Operations Liability,AR,UPDATE,BUSINESS-LOGIC,GRARUD01,GRARC001,programs/PC/grarul01.cbl
GRARUD01,PC,Products and Completed Operations Liability,AR,UPDATE,DB2-ACCESS,GRARUV01,GRARC001,programs/PC/grarud01.cbl
GRARUV01,PC,Products and Completed Operations Liability,AR,UPDATE,VSAM-ACCESS,,GRARC001,programs/PC/graruv01.cbl
GRARDL01,PC,Products and Completed Operations Liability,AR,DELETE,BUSINESS-LOGIC,GRARDD01,GRARC001,programs/PC/grardl01.cbl
GRARDD01,PC,Products and Completed Operations Liability,AR,DELETE,DB2-ACCESS,GRARDV01,GRARC001,programs/PC/grardd01.cbl
GRARDV01,PC,Products and Completed Operations Liability,AR,DELETE,VSAM-ACCESS,,GRARC001,programs/PC/grardv01.cbl
GRARRL01,PC,Products and Completed Operations Liability,AR,RATE,BUSINESS-LOGIC,GRARRD01,GRARC001,programs/PC/grarrl01.cbl
GRARRD01,PC,Products and Completed Operations Liability,AR,RATE,DB2-ACCESS,,GRARC001,programs/PC/grarrd01.cbl
GRARRV01,PC,Products and Completed Operations Liability,AR,RATE,VSAM-ACCESS,,GRARC001,programs/PC/grarrv01.cbl
GRCAAL01,PC,Products and Completed Operations Liability,CA,ADD,BUSINESS-LOGIC,GRCAAD01,GRCAC001,programs/PC/grcaal01.cbl
GRCAAD01,PC,Products and Completed Operations Liability,CA,ADD,DB2-ACCESS,GRCAAV01,GRCAC001,programs/PC/grcaad01.cbl
GRCAAV01,PC,Products and Completed Operations Liability,CA,ADD,VSAM-ACCESS,,GRCAC001,programs/PC/grcaav01.cbl
GRCAIL01,PC,Products and Completed Operations Liability,CA,INQUIRE,BUSINESS-LOGIC,GRCAID01,GRCAC001,programs/PC/grcail01.cbl
GRCAID01,PC,Products and Completed Operations Liability,CA,INQUIRE,DB2-ACCESS,,GRCAC001,programs/PC/grcaid01.cbl
GRCAIV01,PC,Products and Completed Operations Liability,CA,INQUIRE,VSAM-ACCESS,,GRCAC001,programs/PC/grcaiv01.cbl
GRCAUL01,PC,Products and Completed Operations Liability,CA,UPDATE,BUSINESS-LOGIC,GRCAUD01,GRCAC001,programs/PC/grcaul01.cbl
GRCAUD01,PC,Products and Completed Operations Liability,CA,UPDATE,DB2-ACCESS,GRCAUV01,GRCAC001,programs/PC/grcaud01.cbl
GRCAUV01,PC,Products and Completed Operations Liability,CA,UPDATE,VSAM-ACCESS,,GRCAC001,programs/PC/grcauv01.cbl
GRCADL01,PC,Products and Completed Operations Liability,CA,DELETE,BUSINESS-LOGIC,GRCADD01,GRCAC001,programs/PC/grcadl01.cbl
GRCADD01,PC,Products and Completed Operations Liability,CA,DELETE,DB2-ACCESS,GRCADV01,GRCAC001,programs/PC/grcadd01.cbl
GRCADV01,PC,Products and Completed Operations Liability,CA,DELETE,VSAM-ACCESS,,GRCAC001,programs/PC/grcadv01.cbl
GRCARL01,PC,Products and Completed Operations Liability,CA,RATE,BUSINESS-LOGIC,GRCARD01,GRCAC001,programs/PC/grcarl01.cbl
GRCARD01,PC,Products and Completed Operations Liability,CA,RATE,DB2-ACCESS,,GRCAC001,programs/PC/grcard01.cbl
GRCARV01,PC,Products and Completed Operations Liability,CA,RATE,VSAM-ACCESS,,GRCAC001,programs/PC/grcarv01.cbl
GRCOAL01,PC,Products and Completed Operations Liability,CO,ADD,BUSINESS-LOGIC,GRCOAD01,GRCOC001,programs/PC/grcoal01.cbl
GRCOAD01,PC,Products and Completed Operations Liability,CO,ADD,DB2-ACCESS,GRCOAV01,GRCOC001,programs/PC/grcoad01.cbl
GRCOAV01,PC,Products and Completed Operations Liability,CO,ADD,VSAM-ACCESS,,GRCOC001,programs/PC/grcoav01.cbl
GRCOIL01,PC,Products and Completed Operations Liability,CO,INQUIRE,BUSINESS-LOGIC,GRCOID01,GRCOC001,programs/PC/grcoil01.cbl
GRCOID01,PC,Products and Completed Operations Liability,CO,INQUIRE,DB2-ACCESS,,GRCOC001,programs/PC/grcoid01.cbl
GRCOIV01,PC,Products and Completed Operations Liability,CO,INQUIRE,VSAM-ACCESS,,GRCOC001,programs/PC/grcoiv01.cbl
GRCOUL01,PC,Products and Completed Operations Liability,CO,UPDATE,BUSINESS-LOGIC,GRCOUD01,GRCOC001,programs/PC/grcoul01.cbl
GRCOUD01,PC,Products and Completed Operations Liability,CO,UPDATE,DB2-ACCESS,GRCOUV01,GRCOC001,programs/PC/grcoud01.cbl
GRCOUV01,PC,Products and Completed Operations Liability,CO,UPDATE,VSAM-ACCESS,,GRCOC001,programs/PC/grcouv01.cbl
GRCODL01,PC,Products and Completed Operations Liability,CO,DELETE,BUSINESS-LOGIC,GRCODD01,GRCOC001,programs/PC/grcodl01.cbl
GRCODD01,PC,Products and Completed Operations Liability,CO,DELETE,DB2-ACCESS,GRCODV01,GRCOC001,programs/PC/grcodd01.cbl
GRCODV01,PC,Products and Completed Operations Liability,CO,DELETE,VSAM-ACCESS,,GRCOC001,programs/PC/grcodv01.cbl
GRCORL01,PC,Products and Completed Operations Liability,CO,RATE,BUSINESS-LOGIC,GRCORD01,GRCOC001,programs/PC/grcorl01.cbl
GRCORD01,PC,Products and Completed Operations Liability,CO,RATE,DB2-ACCESS,,GRCOC001,programs/PC/grcord01.cbl
GRCORV01,PC,Products and Completed Operations Liability,CO,RATE,VSAM-ACCESS,,GRCOC001,programs/PC/grcorv01.cbl
GRCTAL01,PC,Products and Completed Operations Liability,CT,ADD,BUSINESS-LOGIC,GRCTAD01,GRCTC001,programs/PC/grctal01.cbl
GRCTAD01,PC,Products and Completed Operations Liability,CT,ADD,DB2-ACCESS,GRCTAV01,GRCTC001,programs/PC/grctad01.cbl
GRCTAV01,PC,Products and Completed Operations Liability,CT,ADD,VSAM-ACCESS,,GRCTC001,programs/PC/grctav01.cbl
GRCTIL01,PC,Products and Completed Operations Liability,CT,INQUIRE,BUSINESS-LOGIC,GRCTID01,GRCTC001,programs/PC/grctil01.cbl
GRCTID01,PC,Products and Completed Operations Liability,CT,INQUIRE,DB2-ACCESS,,GRCTC001,programs/PC/grctid01.cbl
GRCTIV01,PC,Products and Completed Operations Liability,CT,INQUIRE,VSAM-ACCESS,,GRCTC001,programs/PC/grctiv01.cbl
GRCTUL01,PC,Products and Completed Operations Liability,CT,UPDATE,BUSINESS-LOGIC,GRCTUD01,GRCTC001,programs/PC/grctul01.cbl
GRCTUD01,PC,Products and Completed Operations Liability,CT,UPDATE,DB2-ACCESS,GRCTUV01,GRCTC001,programs/PC/grctud01.cbl
GRCTUV01,PC,Products and Completed Operations Liability,CT,UPDATE,VSAM-ACCESS,,GRCTC001,programs/PC/grctuv01.cbl
GRCTDL01,PC,Products and Completed Operations Liability,CT,DELETE,BUSINESS-LOGIC,GRCTDD01,GRCTC001,programs/PC/grctdl01.cbl
GRCTDD01,PC,Products and Completed Operations Liability,CT,DELETE,DB2-ACCESS,GRCTDV01,GRCTC001,programs/PC/grctdd01.cbl
GRCTDV01,PC,Products and Completed Operations Liability,CT,DELETE,VSAM-ACCESS,,GRCTC001,programs/PC/grctdv01.cbl
GRCTRL01,PC,Products and Completed Operations Liability,CT,RATE,BUSINESS-LOGIC,GRCTRD01,GRCTC001,programs/PC/grctrl01.cbl
GRCTRD01,PC,Products and Completed Operations Liability,CT,RATE,DB2-ACCESS,,GRCTC001,programs/PC/grctrd01.cbl
GRCTRV01,PC,Products and Completed Operations Liability,CT,RATE,VSAM-ACCESS,,GRCTC001,programs/PC/grctrv01.cbl
GRDEAL01,PC,Products and Completed Operations Liability,DE,ADD,BUSINESS-LOGIC,GRDEAD01,GRDEC001,programs/PC/grdeal01.cbl
GRDEAD01,PC,Products and Completed Operations Liability,DE,ADD,DB2-ACCESS,GRDEAV01,GRDEC001,programs/PC/grdead01.cbl
GRDEAV01,PC,Products and Completed Operations Liability,DE,ADD,VSAM-ACCESS,,GRDEC001,programs/PC/grdeav01.cbl
GRDEIL01,PC,Products and Completed Operations Liability,DE,INQUIRE,BUSINESS-LOGIC,GRDEID01,GRDEC001,programs/PC/grdeil01.cbl
GRDEID01,PC,Products and Completed Operations Liability,DE,INQUIRE,DB2-ACCESS,,GRDEC001,programs/PC/grdeid01.cbl
GRDEIV01,PC,Products and Completed Operations Liability,DE,INQUIRE,VSAM-ACCESS,,GRDEC001,programs/PC/grdeiv01.cbl
GRDEUL01,PC,Products and Completed Operations Liability,DE,UPDATE,BUSINESS-LOGIC,GRDEUD01,GRDEC001,programs/PC/grdeul01.cbl
GRDEUD01,PC,Products and Completed Operations Liability,DE,UPDATE,DB2-ACCESS,GRDEUV01,GRDEC001,programs/PC/grdeud01.cbl
GRDEUV01,PC,Products and Completed Operations Liability,DE,UPDATE,VSAM-ACCESS,,GRDEC001,programs/PC/grdeuv01.cbl
GRDEDL01,PC,Products and Completed Operations Liability,DE,DELETE,BUSINESS-LOGIC,GRDEDD01,GRDEC001,programs/PC/grdedl01.cbl
GRDEDD01,PC,Products and Completed Operations Liability,DE,DELETE,DB2-ACCESS,GRDEDV01,GRDEC001,programs/PC/grdedd01.cbl
GRDEDV01,PC,Products and Completed Operations Liability,DE,DELETE,VSAM-ACCESS,,GRDEC001,programs/PC/grdedv01.cbl
GRDERL01,PC,Products and Completed Operations Liability,DE,RATE,BUSINESS-LOGIC,GRDERD01,GRDEC001,programs/PC/grderl01.cbl
GRDERD01,PC,Products and Completed Operations Liability,DE,RATE,DB2-ACCESS,,GRDEC001,programs/PC/grderd01.cbl
GRDERV01,PC,Products and Completed Operations Liability,DE,RATE,VSAM-ACCESS,,GRDEC001,programs/PC/grderv01.cbl
GRDCAL01,PC,Products and Completed Operations Liability,DC,ADD,BUSINESS-LOGIC,GRDCAD01,GRDCC001,programs/PC/grdcal01.cbl
GRDCAD01,PC,Products and Completed Operations Liability,DC,ADD,DB2-ACCESS,GRDCAV01,GRDCC001,programs/PC/grdcad01.cbl
GRDCAV01,PC,Products and Completed Operations Liability,DC,ADD,VSAM-ACCESS,,GRDCC001,programs/PC/grdcav01.cbl
GRDCIL01,PC,Products and Completed Operations Liability,DC,INQUIRE,BUSINESS-LOGIC,GRDCID01,GRDCC001,programs/PC/grdcil01.cbl
GRDCID01,PC,Products and Completed Operations Liability,DC,INQUIRE,DB2-ACCESS,,GRDCC001,programs/PC/grdcid01.cbl
GRDCIV01,PC,Products and Completed Operations Liability,DC,INQUIRE,VSAM-ACCESS,,GRDCC001,programs/PC/grdciv01.cbl
GRDCUL01,PC,Products and Completed Operations Liability,DC,UPDATE,BUSINESS-LOGIC,GRDCUD01,GRDCC001,programs/PC/grdcul01.cbl
GRDCUD01,PC,Products and Completed Operations Liability,DC,UPDATE,DB2-ACCESS,GRDCUV01,GRDCC001,programs/PC/grdcud01.cbl
GRDCUV01,PC,Products and Completed Operations Liability,DC,UPDATE,VSAM-ACCESS,,GRDCC001,programs/PC/grdcuv01.cbl
GRDCDL01,PC,Products and Completed Operations Liability,DC,DELETE,BUSINESS-LOGIC,GRDCDD01,GRDCC001,programs/PC/grdcdl01.cbl
GRDCDD01,PC,Products and Completed Operations Liability,DC,DELETE,DB2-ACCESS,GRDCDV01,GRDCC001,programs/PC/grdcdd01.cbl
GRDCDV01,PC,Products and Completed Operations Liability,DC,DELETE,VSAM-ACCESS,,GRDCC001,programs/PC/grdcdv01.cbl
GRDCRL01,PC,Products and Completed Operations Liability,DC,RATE,BUSINESS-LOGIC,GRDCRD01,GRDCC001,programs/PC/grdcrl01.cbl
GRDCRD01,PC,Products and Completed Operations Liability,DC,RATE,DB2-ACCESS,,GRDCC001,programs/PC/grdcrd01.cbl
GRDCRV01,PC,Products and Completed Operations Liability,DC,RATE,VSAM-ACCESS,,GRDCC001,programs/PC/grdcrv01.cbl
GRFLAL01,PC,Products and Completed Operations Liability,FL,ADD,BUSINESS-LOGIC,GRFLAD01,GRFLC001,programs/PC/grflal01.cbl
GRFLAD01,PC,Products and Completed Operations Liability,FL,ADD,DB2-ACCESS,GRFLAV01,GRFLC001,programs/PC/grflad01.cbl
GRFLAV01,PC,Products and Completed Operations Liability,FL,ADD,VSAM-ACCESS,,GRFLC001,programs/PC/grflav01.cbl
GRFLIL01,PC,Products and Completed Operations Liability,FL,INQUIRE,BUSINESS-LOGIC,GRFLID01,GRFLC001,programs/PC/grflil01.cbl
GRFLID01,PC,Products and Completed Operations Liability,FL,INQUIRE,DB2-ACCESS,,GRFLC001,programs/PC/grflid01.cbl
GRFLIV01,PC,Products and Completed Operations Liability,FL,INQUIRE,VSAM-ACCESS,,GRFLC001,programs/PC/grfliv01.cbl
GRFLUL01,PC,Products and Completed Operations Liability,FL,UPDATE,BUSINESS-LOGIC,GRFLUD01,GRFLC001,programs/PC/grflul01.cbl
GRFLUD01,PC,Products and Completed Operations Liability,FL,UPDATE,DB2-ACCESS,GRFLUV01,GRFLC001,programs/PC/grflud01.cbl
GRFLUV01,PC,Products and Completed Operations Liability,FL,UPDATE,VSAM-ACCESS,,GRFLC001,programs/PC/grfluv01.cbl
GRFLDL01,PC,Products and Completed Operations Liability,FL,DELETE,BUSINESS-LOGIC,GRFLDD01,GRFLC001,programs/PC/grfldl01.cbl
GRFLDD01,PC,Products and Completed Operations Liability,FL,DELETE,DB2-ACCESS,GRFLDV01,GRFLC001,programs/PC/grfldd01.cbl
GRFLDV01,PC,Products and Completed Operations Liability,FL,DELETE,VSAM-ACCESS,,GRFLC001,programs/PC/grfldv01.cbl
GRFLRL01,PC,Products and Completed Operations Liability,FL,RATE,BUSINESS-LOGIC,GRFLRD01,GRFLC001,programs/PC/grflrl01.cbl
GRFLRD01,PC,Products and Completed Operations Liability,FL,RATE,DB2-ACCESS,,GRFLC001,programs/PC/grflrd01.cbl
